출발지,도착지,소요시간(분)
도쿄도청 전망대,도쿄 국립신미술관,29.0
도쿄도청 전망대,시부야 스카이,24.0
도쿄도청 전망대,야나카긴자,42.0
도쿄도청 전망대,리쿠기엔,37.0
도쿄도청 전망대,롯폰기 힐스,28.0
도쿄도청 전망대,레인보우 브리지,61.0
도쿄도청 전망대,나카미세도리,41.0
도쿄도청 전망대,간다 신사 (간다 묘진),34.0
도쿄도청 전망대,스미다 공원,40.0
도쿄도청 전망대,오다이바 해변공원,52.0
도쿄도청 전망대,모리 타워,31.0
도쿄도청 전망대,도쿄역,33.0
도쿄도청 전망대,도쿄돔,27.0
도쿄도청 전망대,도쿄 돔시티,29.0
도쿄도청 전망대,호피 거리,41.0
도쿄도청 전망대,아사쿠사 신사,44.0
도쿄도청 전망대,도쿄도 현대미술관,44.0
도쿄도청 전망대,긴자 식스,33.0
도쿄도청 전망대,도쿄 대학,31.0
도쿄도청 전망대,도쿄 빅사이트,55.0
도쿄도청 전망대,도쿄 국립 박물관,42.0
도쿄도청 전망대,조죠지,35.0
도쿄도청 전망대,시바 공원,28.0
도쿄도청 전망대,우에노 공원,34.0
도쿄도청 전망대,Shibuya Scramble Crossing,22.0
도쿄도청 전망대,신주쿠 교 엔,19.0
도쿄도청 전망대,도쿄 조이 폴리스,54.0
도쿄도청 전망대,킷데 마루노우치,33.0
도쿄도청 전망대,오모테산도 힐즈,25.0
도쿄도청 전망대,네즈 미술관,29.0
도쿄도청 전망대,아메요코 쇼핑가,31.0
도쿄도청 전망대,모리 미술관,33.0
도쿄도청 전망대,Tokyo Station Gallery,33.0
도쿄도청 전망대,Street Kart Tokyo Bay,56.0
도쿄도청 전망대,쓰키시마 몬자거리,40.0
도쿄도청 전망대,사쿠라 포토 스튜디오,40.0
도쿄도청 전망대,하네다국제공항,54.0
도쿄도청 전망대,도쿄 소라마치,49.0
도쿄도청 전망대,미쓰비시1호관미술관,37.0
도쿄도청 전망대,도쿄도 미술관,44.0
도쿄도청 전망대,다이마루 백화점 도쿄점,38.0
도쿄도청 전망대,미타카의 숲 지브리 미술관,44.0
도쿄도청 전망대,도쿄 국립 근대 미술관,29.0
도쿄도청 전망대,빅카메라 유라쿠초점,35.0
도쿄도청 전망대,네즈신사,39.0
도쿄도청 전망대,센가쿠 절,39.0
도쿄도청 전망대,쓰키지 수산시장,36.0
도쿄도청 전망대,스파 라쿠아,28.0
도쿄도청 전망대,도쿄 미드타운,25.0
도쿄도청 전망대,국립 서양 미술관,38.0
도쿄도청 전망대,도호 시네마즈 신주쿠,16.0
도쿄도청 전망대,신주쿠 골든 거리,19.0
도쿄도청 전망대,하마리큐 은사정원,40.0
도쿄도청 전망대,Shibuya Center-Street,24.0
도쿄도청 전망대,시나가와 수족관,59.0
도쿄도청 전망대,맥셀 아쿠아 파크 시나가와,39.0
도쿄도청 전망대,오다이바 자유의 여신상,53.0
도쿄도청 전망대,도쿄만 아쿠아라인 우미호타루,101.0
도쿄도청 전망대,구 이와사키 저택 정원,36.0
에도도쿄건축정원,도쿄 타워,82.0
에도도쿄건축정원,메이지 신궁,65.0
에도도쿄건축정원,메이지 신궁 외원,61.0
에도도쿄건축정원,도쿄 스카이트리,76.0
에도도쿄건축정원,도쿄 디즈니랜드,91.0
에도도쿄건축정원,센소지사,77.0
에도도쿄건축정원,고쿄 히가시 교엔,67.0
에도도쿄건축정원,도쿄 디즈니씨,106.0
에도도쿄건축정원,도쿄도청 전망대,62.0
에도도쿄건축정원,센소지 가미나리몬,75.0
에도도쿄건축정원,도쿄 국립신미술관,69.0
에도도쿄건축정원,시부야 스카이,62.0
에도도쿄건축정원,야나카긴자,73.0
에도도쿄건축정원,리쿠기엔,68.0
에도도쿄건축정원,롯폰기 힐스,72.0
에도도쿄건축정원,레인보우 브리지,97.0
에도도쿄건축정원,나카미세도리,76.0
에도도쿄건축정원,간다 신사 (간다 묘진),61.0
에도도쿄건축정원,스미다 공원,75.0
에도도쿄건축정원,오다이바 해변공원,87.0
에도도쿄건축정원,모리 타워,75.0
에도도쿄건축정원,도쿄역,60.0
에도도쿄건축정원,도쿄돔,62.0
에도도쿄건축정원,도쿄 돔시티,63.0
에도도쿄건축정원,호피 거리,80.0
에도도쿄건축정원,아사쿠사 신사,83.0
에도도쿄건축정원,도쿄도 현대미술관,82.0
에도도쿄건축정원,긴자 식스,70.0
에도도쿄건축정원,도쿄 대학,72.0
에도도쿄건축정원,도쿄 빅사이트,87.0
에도도쿄건축정원,도쿄 국립 박물관,78.0
에도도쿄건축정원,조죠지,87.0
에도도쿄건축정원,시바 공원,77.0
에도도쿄건축정원,우에노 공원,72.0
에도도쿄건축정원,Shibuya Scramble Crossing,63.0
에도도쿄건축정원,신주쿠 교 엔,57.0
에도도쿄건축정원,도쿄 조이 폴리스,88.0
에도도쿄건축정원,킷데 마루노우치,64.0
에도도쿄건축정원,오모테산도 힐즈,62.0
에도도쿄건축정원,네즈 미술관,69.0
에도도쿄건축정원,아메요코 쇼핑가,69.0
에도도쿄건축정원,모리 미술관,79.0
에도도쿄건축정원,Tokyo Station Gallery,63.0
에도도쿄건축정원,Street Kart Tokyo Bay,98.0
에도도쿄건축정원,쓰키시마 몬자거리,77.0
에도도쿄건축정원,사쿠라 포토 스튜디오,77.0
에도도쿄건축정원,하네다국제공항,92.0
에도도쿄건축정원,도쿄 소라마치,82.0
에도도쿄건축정원,미쓰비시1호관미술관,68.0
에도도쿄건축정원,도쿄도 미술관,75.0
에도도쿄건축정원,다이마루 백화점 도쿄점,66.0
에도도쿄건축정원,미타카의 숲 지브리 미술관,43.0
에도도쿄건축정원,도쿄 국립 근대 미술관,61.0
에도도쿄건축정원,빅카메라 유라쿠초점,61.0
에도도쿄건축정원,네즈신사,76.0
에도도쿄건축정원,센가쿠 절,80.0
에도도쿄건축정원,쓰키지 수산시장,78.0
에도도쿄건축정원,스파 라쿠아,69.0
에도도쿄건축정원,도쿄 미드타운,72.0
에도도쿄건축정원,국립 서양 미술관,70.0
에도도쿄건축정원,도호 시네마즈 신주쿠,49.0
에도도쿄건축정원,신주쿠 골든 거리,54.0
에도도쿄건축정원,하마리큐 은사정원,79.0
에도도쿄건축정원,Shibuya Center-Street,61.0
에도도쿄건축정원,시나가와 수족관,105.0
에도도쿄건축정원,맥셀 아쿠아 파크 시나가와,80.0
에도도쿄건축정원,오다이바 자유의 여신상,91.0
에도도쿄건축정원,도쿄만 아쿠아라인 우미호타루,137.0
에도도쿄건축정원,구 이와사키 저택 정원,71.0
센소지 가미나리몬,도쿄 타워,36.0
센소지 가미나리몬,메이지 신궁,47.0
센소지 가미나리몬,메이지 신궁 외원,33.0
센소지 가미나리몬,도쿄 스카이트리,7.0
센소지 가미나리몬,도쿄 디즈니랜드,40.0
센소지 가미나리몬,센소지사,0.0
센소지 가미나리몬,고쿄 히가시 교엔,26.0
센소지 가미나리몬,도쿄 디즈니씨,60.0
센소지 가미나리몬,도쿄도청 전망대,41.0
센소지 가미나리몬,에도도쿄건축정원,74.0
센소지 가미나리몬,도쿄 국립신미술관,40.0
센소지 가미나리몬,시부야 스카이,41.0
센소지 가미나리몬,야나카긴자,22.0
센소지 가미나리몬,리쿠기엔,33.0
센소지 가미나리몬,롯폰기 힐스,36.0
센소지 가미나리몬,레인보우 브리지,50.0
센소지 가미나리몬,나카미세도리,0.0
센소지 가미나리몬,간다 신사 (간다 묘진),17.0
센소지 가미나리몬,스미다 공원,0.0
센소지 가미나리몬,오다이바 해변공원,45.0
센소지 가미나리몬,모리 타워,39.0
센소지 가미나리몬,도쿄역,17.0
센소지 가미나리몬,도쿄돔,24.0
센소지 가미나리몬,도쿄 돔시티,25.0
센소지 가미나리몬,호피 거리,0.0
센소지 가미나리몬,아사쿠사 신사,0.0
센소지 가미나리몬,도쿄도 현대미술관,29.0
센소지 가미나리몬,긴자 식스,23.0
센소지 가미나리몬,도쿄 대학,21.0
센소지 가미나리몬,도쿄 빅사이트,51.0
센소지 가미나리몬,도쿄 국립 박물관,50.0
센소지 가미나리몬,조죠지,31.0
센소지 가미나리몬,시바 공원,31.0
센소지 가미나리몬,우에노 공원,14.0
센소지 가미나리몬,Shibuya Scramble Crossing,40.0
센소지 가미나리몬,신주쿠 교 엔,38.0
센소지 가미나리몬,도쿄 조이 폴리스,50.0
센소지 가미나리몬,킷데 마루노우치,20.0
센소지 가미나리몬,오모테산도 힐즈,38.0
센소지 가미나리몬,네즈 미술관,42.0
센소지 가미나리몬,아메요코 쇼핑가,14.0
센소지 가미나리몬,모리 미술관,42.0
센소지 가미나리몬,Tokyo Station Gallery,20.0
센소지 가미나리몬,Street Kart Tokyo Bay,52.0
센소지 가미나리몬,쓰키시마 몬자거리,29.0
센소지 가미나리몬,사쿠라 포토 스튜디오,0.0
센소지 가미나리몬,하네다국제공항,44.0
센소지 가미나리몬,도쿄 소라마치,8.0
센소지 가미나리몬,미쓰비시1호관미술관,28.0
센소지 가미나리몬,도쿄도 미술관,20.0
센소지 가미나리몬,다이마루 백화점 도쿄점,21.0
센소지 가미나리몬,미타카의 숲 지브리 미술관,60.0
센소지 가미나리몬,도쿄 국립 근대 미술관,29.0
센소지 가미나리몬,빅카메라 유라쿠초점,24.0
센소지 가미나리몬,네즈신사,31.0
센소지 가미나리몬,센가쿠 절,31.0
센소지 가미나리몬,쓰키지 수산시장,27.0
센소지 가미나리몬,스파 라쿠아,27.0
센소지 가미나리몬,도쿄 미드타운,38.0
센소지 가미나리몬,국립 서양 미술관,15.0
센소지 가미나리몬,도호 시네마즈 신주쿠,41.0
센소지 가미나리몬,신주쿠 골든 거리,40.0
센소지 가미나리몬,하마리큐 은사정원,31.0
센소지 가미나리몬,Shibuya Center-Street,43.0
센소지 가미나리몬,시나가와 수족관,55.0
센소지 가미나리몬,맥셀 아쿠아 파크 시나가와,33.0
센소지 가미나리몬,오다이바 자유의 여신상,49.0
센소지 가미나리몬,도쿄만 아쿠아라인 우미호타루,93.0
센소지 가미나리몬,구 이와사키 저택 정원,17.0
도쿄 국립신미술관,도쿄 타워,20.0
도쿄 국립신미술관,메이지 신궁,25.0
도쿄 국립신미술관,메이지 신궁 외원,13.0
도쿄 국립신미술관,도쿄 스카이트리,33.0
도쿄 국립신미술관,도쿄 디즈니랜드,41.0
도쿄 국립신미술관,센소지사,40.0
도쿄 국립신미술관,고쿄 히가시 교엔,18.0
도쿄 국립신미술관,도쿄 디즈니씨,56.0
도쿄 국립신미술관,도쿄도청 전망대,26.0
도쿄 국립신미술관,에도도쿄건축정원,64.0
도쿄 국립신미술관,센소지 가미나리몬,40.0
도쿄 국립신미술관,시부야 스카이,14.0
도쿄 국립신미술관,야나카긴자,27.0
도쿄 국립신미술관,리쿠기엔,33.0
도쿄 국립신미술관,롯폰기 힐스,0.0
도쿄 국립신미술관,레인보우 브리지,50.0
도쿄 국립신미술관,나카미세도리,40.0
도쿄 국립신미술관,간다 신사 (간다 묘진),25.0
도쿄 국립신미술관,스미다 공원,39.0
도쿄 국립신미술관,오다이바 해변공원,41.0
도쿄 국립신미술관,모리 타워,0.0
도쿄 국립신미술관,도쿄역,15.0
도쿄 국립신미술관,도쿄돔,25.0
도쿄 국립신미술관,도쿄 돔시티,23.0
도쿄 국립신미술관,호피 거리,43.0
도쿄 국립신미술관,아사쿠사 신사,44.0
도쿄 국립신미술관,도쿄도 현대미술관,41.0
도쿄 국립신미술관,긴자 식스,20.0
도쿄 국립신미술관,도쿄 대학,26.0
도쿄 국립신미술관,도쿄 빅사이트,41.0
도쿄 국립신미술관,도쿄 국립 박물관,32.0
도쿄 국립신미술관,조죠지,24.0
도쿄 국립신미술관,시바 공원,19.0
도쿄 국립신미술관,우에노 공원,21.0
도쿄 국립신미술관,Shibuya Scramble Crossing,13.0
도쿄 국립신미술관,신주쿠 교 엔,22.0
도쿄 국립신미술관,도쿄 조이 폴리스,44.0
도쿄 국립신미술관,킷데 마루노우치,16.0
도쿄 국립신미술관,오모테산도 힐즈,8.0
도쿄 국립신미술관,네즈 미술관,0.0
도쿄 국립신미술관,아메요코 쇼핑가,25.0
도쿄 국립신미술관,모리 미술관,0.0
도쿄 국립신미술관,Tokyo Station Gallery,21.0
도쿄 국립신미술관,Street Kart Tokyo Bay,44.0
도쿄 국립신미술관,쓰키시마 몬자거리,25.0
도쿄 국립신미술관,사쿠라 포토 스튜디오,36.0
도쿄 국립신미술관,하네다국제공항,41.0
도쿄 국립신미술관,도쿄 소라마치,39.0
도쿄 국립신미술관,미쓰비시1호관미술관,16.0
도쿄 국립신미술관,도쿄도 미술관,33.0
도쿄 국립신미술관,다이마루 백화점 도쿄점,23.0
도쿄 국립신미술관,미타카의 숲 지브리 미술관,47.0
도쿄 국립신미술관,도쿄 국립 근대 미술관,27.0
도쿄 국립신미술관,빅카메라 유라쿠초점,15.0
도쿄 국립신미술관,네즈신사,26.0
도쿄 국립신미술관,센가쿠 절,29.0
도쿄 국립신미술관,쓰키지 수산시장,26.0
도쿄 국립신미술관,스파 라쿠아,26.0
도쿄 국립신미술관,도쿄 미드타운,0.0
도쿄 국립신미술관,국립 서양 미술관,27.0
도쿄 국립신미술관,도호 시네마즈 신주쿠,24.0
도쿄 국립신미술관,신주쿠 골든 거리,22.0
도쿄 국립신미술관,하마리큐 은사정원,30.0
도쿄 국립신미술관,Shibuya Center-Street,13.0
도쿄 국립신미술관,시나가와 수족관,51.0
도쿄 국립신미술관,맥셀 아쿠아 파크 시나가와,34.0
도쿄 국립신미술관,오다이바 자유의 여신상,43.0
도쿄 국립신미술관,도쿄만 아쿠아라인 우미호타루,94.0
도쿄 국립신미술관,구 이와사키 저택 정원,21.0
시부야 스카이,도쿄 타워,30.0
시부야 스카이,메이지 신궁,23.0
시부야 스카이,메이지 신궁 외원,16.0
시부야 스카이,도쿄 스카이트리,36.0
시부야 스카이,도쿄 디즈니랜드,42.0
시부야 스카이,센소지사,41.0
시부야 스카이,고쿄 히가시 교엔,24.0
시부야 스카이,도쿄 디즈니씨,59.0
시부야 스카이,도쿄도청 전망대,24.0
시부야 스카이,에도도쿄건축정원,52.0
시부야 스카이,센소지 가미나리몬,41.0
시부야 스카이,도쿄 국립신미술관,12.0
시부야 스카이,야나카긴자,36.0
시부야 스카이,리쿠기엔,36.0
시부야 스카이,롯폰기 힐스,18.0
시부야 스카이,레인보우 브리지,52.0
시부야 스카이,나카미세도리,43.0
시부야 스카이,간다 신사 (간다 묘진),31.0
시부야 스카이,스미다 공원,42.0
시부야 스카이,오다이바 해변공원,34.0
시부야 스카이,모리 타워,20.0
시부야 스카이,도쿄역,21.0
시부야 스카이,도쿄돔,28.0
시부야 스카이,도쿄 돔시티,26.0
시부야 스카이,호피 거리,46.0
시부야 스카이,아사쿠사 신사,46.0
시부야 스카이,도쿄도 현대미술관,40.0
시부야 스카이,긴자 식스,23.0
시부야 스카이,도쿄 대학,36.0
시부야 스카이,도쿄 빅사이트,37.0
시부야 스카이,도쿄 국립 박물관,40.0
시부야 스카이,조죠지,32.0
시부야 스카이,시바 공원,24.0
시부야 스카이,우에노 공원,28.0
시부야 스카이,Shibuya Scramble Crossing,0.0
시부야 스카이,신주쿠 교 엔,15.0
시부야 스카이,도쿄 조이 폴리스,38.0
시부야 스카이,킷데 마루노우치,24.0
시부야 스카이,오모테산도 힐즈,9.0
시부야 스카이,네즈 미술관,13.0
시부야 스카이,아메요코 쇼핑가,33.0
시부야 스카이,모리 미술관,24.0
시부야 스카이,Tokyo Station Gallery,24.0
시부야 스카이,Street Kart Tokyo Bay,47.0
시부야 스카이,쓰키시마 몬자거리,28.0
시부야 스카이,사쿠라 포토 스튜디오,43.0
시부야 스카이,하네다국제공항,41.0
시부야 스카이,도쿄 소라마치,42.0
시부야 스카이,미쓰비시1호관미술관,24.0
시부야 스카이,도쿄도 미술관,42.0
시부야 스카이,다이마루 백화점 도쿄점,31.0
시부야 스카이,미타카의 숲 지브리 미술관,39.0
시부야 스카이,도쿄 국립 근대 미술관,29.0
시부야 스카이,빅카메라 유라쿠초점,21.0
시부야 스카이,네즈신사,35.0
시부야 스카이,센가쿠 절,29.0
시부야 스카이,쓰키지 수산시장,33.0
시부야 스카이,스파 라쿠아,29.0
시부야 스카이,도쿄 미드타운,16.0
시부야 스카이,국립 서양 미술관,34.0
시부야 스카이,도호 시네마즈 신주쿠,16.0
시부야 스카이,신주쿠 골든 거리,14.0
시부야 스카이,하마리큐 은사정원,29.0
시부야 스카이,Shibuya Center-Street,0.0
시부야 스카이,시나가와 수족관,45.0
시부야 스카이,맥셀 아쿠아 파크 시나가와,25.0
시부야 스카이,오다이바 자유의 여신상,41.0
시부야 스카이,도쿄만 아쿠아라인 우미호타루,87.0
시부야 스카이,구 이와사키 저택 정원,30.0
야나카긴자,도쿄 타워,36.0
야나카긴자,메이지 신궁,46.0
야나카긴자,메이지 신궁 외원,35.0
야나카긴자,도쿄 스카이트리,28.0
야나카긴자,도쿄 디즈니랜드,42.0
야나카긴자,센소지사,25.0
야나카긴자,고쿄 히가시 교엔,17.0
야나카긴자,도쿄 디즈니씨,62.0
야나카긴자,도쿄도청 전망대,41.0
야나카긴자,에도도쿄건축정원,71.0
야나카긴자,센소지 가미나리몬,25.0
야나카긴자,도쿄 국립신미술관,26.0
야나카긴자,시부야 스카이,34.0
야나카긴자,리쿠기엔,12.0
야나카긴자,롯폰기 힐스,30.0
야나카긴자,레인보우 브리지,54.0
야나카긴자,나카미세도리,25.0
야나카긴자,간다 신사 (간다 묘진),15.0
야나카긴자,스미다 공원,24.0
야나카긴자,오다이바 해변공원,47.0
야나카긴자,모리 타워,33.0
야나카긴자,도쿄역,17.0
야나카긴자,도쿄돔,24.0
야나카긴자,도쿄 돔시티,23.0
야나카긴자,호피 거리,28.0
야나카긴자,아사쿠사 신사,27.0
야나카긴자,도쿄도 현대미술관,37.0
야나카긴자,긴자 식스,24.0
야나카긴자,도쿄 대학,14.0
야나카긴자,도쿄 빅사이트,48.0
야나카긴자,도쿄 국립 박물관,19.0
야나카긴자,조죠지,34.0
야나카긴자,시바 공원,30.0
야나카긴자,우에노 공원,14.0
야나카긴자,Shibuya Scramble Crossing,35.0
야나카긴자,신주쿠 교 엔,35.0
야나카긴자,도쿄 조이 폴리스,29.0
야나카긴자,킷데 마루노우치,19.0
야나카긴자,오모테산도 힐즈,30.0
야나카긴자,네즈 미술관,35.0
야나카긴자,아메요코 쇼핑가,17.0
야나카긴자,모리 미술관,37.0
